review_id,feature,shopping_stage,pain_point,exploration_barrier,user_need,discovery_method,category_mentioned,sentiment,severity,exploration_banner
4687,Offers,Checkout,Bait and switch pricing and inconsistent passes.,Price Concern,Consistent pricing and clear delivery costs.,Offers,Unknown,Negative,High,
4688,Offers,Checkout,Subscriptions feel like a scam.,Price Concern,Remove paid subscriptions.,Offers,Unknown,Negative,High,
4691,Pricing,Checkout,Pricing is unpredictable and changes frequently.,Price Concern,Consistent and transparent pricing.,Unknown,Unknown,Mixed,Medium,
4694,Delivery,Delivery,Orders are accepted and then cancelled due to closed shops.,Trust,Reliable order fulfillment.,Unknown,Unknown,Negative,High,
4695,Delivery,Post-Purchase,Quality issues and unexpected order cancellations.,Trust,Better product quality and reliable support.,Unknown,Unknown,Negative,High,
4697,General Experience,Post-Purchase,Facing continuous hard times with service.,Trust,Better customer service.,Unknown,Unknown,Negative,Medium,
4699,Delivery,Delivery,Waited long time before order cancellation.,Trust,Timely and trusted delivery.,Unknown,Unknown,Negative,High,
4702,Delivery,Delivery,Delivery was two hours late and app showed incorrect tracking.,Unknown,Accurate delivery times and proper support.,Unknown,Snacks & Beverages,Negative,High,
4703,General Experience,Delivery,Past delivery experiences caused embarrassment with guests.,Trust,Reliable delivery service.,Unknown,Unknown,Negative,High,
4704,Delivery,Delivery,Orders were cancelled due to operational issues after long delays.,Trust,Reliable and timely deliveries.,Unknown,Unknown,Negative,High,
4706,General Experience,Post-Purchase,Delivery partner kept change and customer support provided AI responses.,Trust,Human customer support and correct change.,Unknown,Groceries,Negative,High,
4709,General Experience,Post-Purchase,Customer support is nonexistent.,Trust,Responsive customer support.,Unknown,Unknown,Negative,High,
4710,Inventory,Selection,Poor experience buying electronics.,Trust,Better quality electronics.,Unknown,Electronics,Negative,Medium,
4718,Delivery,Delivery,Account was blacklisted after complaining about poor service.,Trust,Better customer service.,Unknown,Unknown,Negative,High,
4719,Pricing,Browsing,Low profit margins for local stores.,Price Concern,Fair pricing for local vendors.,Unknown,Groceries,Negative,Low,
4720,Delivery,Delivery,Glass items broke due to careless delivery handling.,Trust,Careful handling of fragile items.,Unknown,Groceries,Negative,High,
4725,Inventory,Selection,Unable to personally inspect fresh produce before buying.,Trust,Inspect fresh produce before payment.,Unknown,Groceries,Negative,Medium,
4726,General Experience,Discovery,Uncertain about produce quality and customer care.,Trust,Quality produce assurance.,Unknown,Groceries,Neutral,Low,
4727,General Experience,Browsing,Unknown,Habit,Local vendor delivery options.,Unknown,Groceries,Neutral,Low,
4728,Delivery,Post-Purchase,Rare bad quality produce incidents.,Unknown,Easy on-the-spot returns.,Unknown,Groceries,Positive,Low,
4729,General Experience,Browsing,Unknown,Unknown,Good quality delivery options.,Unknown,Groceries,Positive,Low,
4730,General Experience,Browsing,Street vendors can be rude.,Unknown,Better shopping alternatives.,Unknown,Groceries,Neutral,Low,
4731,General Experience,Delivery,Unknown,Unknown,Consistent good quality items.,Unknown,Groceries,Positive,Low,
4732,Inventory,Selection,Quantity is always a disappointment.,Limited Information,Clear quantity information.,Unknown,Groceries,Negative,Medium,
4733,Categories,Discovery,Advertised freshness does not match reality.,Lack of Awareness,Accurate product advertisements.,Homepage,Groceries,Neutral,Low,
4734,Inventory,Selection,Quick commerce veggies spoil faster and include poor quality leaves.,Trust,Fresh and high quality vegetables.,Unknown,Groceries,Negative,Medium,
4767,General Experience,Discovery,Terms are not disclosed properly.,Trust,Transparent terms and conditions.,Unknown,Groceries,Negative,High,
4783,Delivery,Delivery,10 minute delivery is too rushed and unrealistic.,Unknown,Reasonable delivery time windows.,Unknown,Unknown,Neutral,Medium,
4784,Delivery,Delivery,10 minute delivery is impractical given travel time.,Unknown,Realistic delivery time expectations.,Unknown,Unknown,Negative,Medium,
4786,Delivery,Delivery,Demand for instant delivery driven by privileged users.,Unknown,Safer delivery practices.,Unknown,Unknown,Negative,High,
4808,Delivery,Delivery,10 minute delivery policy causes dangerous driving.,Unknown,Safer delivery policies without rushing.,Unknown,Unknown,Negative,High,
4809,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
4819,Delivery,Delivery,High delivery fees charged for faster delivery.,Price Concern,Lower delivery fees.,Unknown,Unknown,Neutral,Medium,
4834,Pricing,Selection,Extremely high prices for tiny items.,Price Concern,Fair pricing on products.,Unknown,Snacks & Beverages,Negative,High,
4852,Inventory,Browsing,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
4853,General Experience,Browsing,Unknown,Unknown,Unknown,Unknown,Household Essentials,Neutral,Low,
4854,Delivery,Delivery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
4856,Delivery,Delivery,Workers are not paid enough for instant delivery.,Unknown,Better working conditions for delivery staff.,Unknown,Snacks & Beverages,Negative,High,
4858,Cart,Selection,Items are packed immediately upon adding to cart.,App Experience,Better control over order processing timing.,Unknown,Unknown,Neutral,Medium,
4865,Inventory,Browsing,Basic seasonal items missing.,Limited Information,Better seasonal inventory availability.,Unknown,Household Essentials,Neutral,Medium,
4905,Pricing,Browsing,Prices are expected to increase soon.,Price Concern,Affordable and stable pricing.,Unknown,Unknown,Negative,Medium,
4906,Pricing,Selection,Unknown,Unknown,Reliable product availability.,Unknown,Unknown,Positive,Low,
4942,General Experience,Discovery,Unknown,Unknown,Fresh fruit options.,Unknown,Groceries,Neutral,Low,
4943,Delivery,Delivery,Unknown,Unknown,Fast and accurate delivery.,Unknown,Groceries,Positive,Low,
4949,General Experience,Post-Purchase,Unknown,Unknown,Easy ordering process.,Recommendations,Groceries,Positive,Low,
4951,Inventory,Discovery,Store availability unclear during night hours.,Lack of Awareness,Clear operational hours.,Unknown,Unknown,Neutral,Medium,
4952,General Experience,Discovery,Store forced to close early due to local rules.,Unknown,24/7 uninterrupted service availability.,Unknown,Unknown,Negative,High,
4954,Inventory,Browsing,Store closed unexpectedly during night time emergencies.,App Experience,Ensure 24/7 store availability.,Unknown,Snacks & Beverages,Negative,High,
4955,Inventory,Browsing,Stores are closing early at night in Hyderabad.,App Experience,Keep night services operational.,Unknown,Unknown,Negative,Medium,
4957,Inventory,Browsing,Store showing closed status.,App Experience,Accurate store open status.,Unknown,Unknown,Negative,Medium,
4958,Inventory,Browsing,Store closed late at night.,App Experience,Keep stores open late.,Unknown,Unknown,Negative,Medium,
4959,Inventory,Browsing,Stores closed due to rain and night time.,App Experience,Operational continuity during rain.,Unknown,Unknown,Negative,Medium,
4960,Inventory,Browsing,Inconsistent store timings across locations.,App Experience,Consistent 24/7 availability.,Unknown,Unknown,Neutral,Low,
4961,Inventory,Browsing,Store closed despite expectations of 24/7 service.,App Experience,Reliable 24/7 service.,Unknown,Unknown,Neutral,Low,
4962,Inventory,Browsing,Temporary store closure due to rain.,App Experience,Faster reopening after rain.,Unknown,Unknown,Neutral,Low,
4963,General Experience,Browsing,Competitor stays open longer.,App Experience,Extend operating hours.,Unknown,Unknown,Neutral,Low,
4964,General Experience,Browsing,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
4965,Inventory,Browsing,Quick commerce services close after midnight.,App Experience,All night delivery services.,Unknown,Unknown,Neutral,Low,
4966,General Experience,Browsing,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
4969,General Experience,Checkout,Unknown,Unknown,Unknown,Unknown,Unknown,Positive,Low,
4971,Inventory,Discovery,Unknown,Lack of Awareness,Seasonal availability details.,Unknown,Groceries,Neutral,Low,
4972,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Groceries,Neutral,Low,
4973,Categories,Discovery,Unknown,Unknown,Unknown,Unknown,Snacks & Beverages,Positive,Low,
4977,Inventory,Post-Purchase,Quality concerns with cut fruits.,Trust,Better fresh food quality checks.,Unknown,Groceries,Negative,Medium,
4978,Inventory,Post-Purchase,Doubtful about Blinkit fruit quality.,Trust,Higher quality produce delivery.,Unknown,Groceries,Mixed,Medium,
4979,Categories,Discovery,Unknown,Unknown,More custom options for cut fruits.,Unknown,Groceries,Neutral,Low,
4984,Pricing,Browsing,Unknown,Price Concern,Better pricing on fruits.,Unknown,Groceries,Neutral,Low,
4985,Inventory,Browsing,Items go out of stock very quickly.,Habit,Better stock availability.,Unknown,Electronics,Neutral,Medium,
4995,Inventory,Browsing,Popular items are quickly bought by resellers.,Habit,Fair stock distribution.,Unknown,Electronics,Neutral,Low,
4996,Inventory,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
4997,Search,Searching,Manual search does not work for products.,App Experience,Improve search functionality.,Search,Electronics,Negative,High,
4998,Inventory,Browsing,Products remain out of stock for a long time.,Unknown,Maintain steady inventory.,Unknown,Electronics,Negative,High,
4999,Pricing,Browsing,Prices have increased online.,Price Concern,Lower prices.,Unknown,Electronics,Negative,Medium,
5000,General Experience,Discovery,Unknown,Unknown,Stock notifications.,Unknown,Electronics,Positive,Low,
5004,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
5005,Inventory,Searching,Desired item is unavailable everywhere.,Unknown,Better product availability.,Search,Electronics,Negative,High,
5008,General Experience,Post-Purchase,Product excitement wore off quickly.,No Need,Unknown,Unknown,Electronics,Negative,Low,
5022,Pricing,Checkout,Unknown,Unknown,Fair MRP pricing.,Unknown,Electronics,Positive,Low,
5023,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5024,Inventory,Browsing,Popular items are continuously out of stock.,Unknown,Better inventory availability.,Unknown,Electronics,Neutral,Medium,
5025,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Unknown,Neutral,Low,
5031,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5032,Inventory,Browsing,Limited stock sells out within minutes.,Habit,Higher stock quantities.,Unknown,Electronics,Neutral,Medium,
5033,Inventory,Checkout,Items sell out within one minute.,Habit,Faster checkout or more stock.,Unknown,Electronics,Negative,High,
5034,Inventory,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5035,Inventory,Browsing,Desired item went out of stock.,Habit,Better stock availability.,Unknown,Electronics,Neutral,Medium,
5036,General Experience,Discovery,Unknown,Lack of Awareness,Stock alert notifications.,Unknown,Electronics,Positive,Low,
5041,Pricing,Selection,Forced to buy unwanted warranty.,Price Concern,Fair pricing without forced add-ons.,Unknown,Electronics,Negative,High,
5043,Inventory,Discovery,Items are constantly out of stock everywhere.,Limited Information,Accurate stock status and restock alerts.,Search,Electronics,Negative,High,
5044,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5045,Pricing,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5047,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5048,Delivery,Discovery,Delivery coverage is limited by pincode.,App Experience,Better delivery coverage area.,Unknown,Electronics,Negative,Medium,
5049,Inventory,Discovery,Items sell out too fast due to scalpers.,Limited Information,Fair access to limited stock items.,Unknown,Electronics,Negative,High,
5056,Categories,Browsing,Unclear product differences.,Limited Information,Clear product details and comparison.,Unknown,Electronics,Neutral,Low,
5057,Categories,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5058,Categories,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5063,Inventory,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5065,General Experience,Post-Purchase,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5069,Pricing,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Positive,Low,
5070,General Experience,Browsing,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5071,Inventory,Discovery,Product cannot be found anywhere.,Limited Information,Better product availability.,Search,Electronics,Negative,High,
5072,General Experience,Post-Purchase,High demand leads to impulsive unused purchases.,No Need,Better purchasing guidance.,Unknown,Electronics,Negative,Low,
5073,Offers,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5075,General Experience,Discovery,Unknown,Unknown,Unknown,Unknown,Electronics,Neutral,Low,
5080,Inventory,Discovery,Unknown,Habit,Unknown,Unknown,Electronics,Neutral,Low,
5085,Categories,Discovery,Unsure about product authenticity.,Trust,Verified authentic product listings.,Search,Groceries,Neutral,Medium,
5086,General Experience,Discovery,Service not available in my area.,Lack of Awareness,Expand service availability to my area.,Unknown,Unknown,Neutral,Medium,
5087,Pricing,Browsing,Products sold at MRP with higher prices.,Price Concern,Lower prices and better discounts.,Unknown,Groceries,Negative,High,
5088,Inventory,Selection,Counterfeit products are being sold.,Trust,Ensure authentic product quality.,Unknown,Groceries,Negative,High,
5089,Offers,Checkout,Unknown,Unknown,Better card discounts and offers.,Offers,Groceries,Positive,Low,
5098,Inventory,Browsing,Low quality groceries and FMCG products.,Trust,Better quality grocery products.,Unknown,Groceries,Negative,High,
5099,Inventory,Browsing,Low quality FMCG products available.,Trust,Higher quality products.,Unknown,Groceries,Neutral,Medium,
5102,Homepage,Browsing,Supermarkets make you buy unnecessary things.,Habit,Buy only what is needed.,Homepage,Groceries,Negative,Medium,
5103,Pricing,Browsing,Large quantity purchases do not make economical sense.,Price Concern,Smaller quantity packaging options.,Unknown,Groceries,Neutral,Medium,
5104,Inventory,Browsing,Unknown,Unknown,Smaller quantity purchase options.,Unknown,Groceries,Neutral,Low,
5106,Pricing,Browsing,Unknown,Price Concern,Cheaper prices on app.,Unknown,Groceries,Neutral,Low,
5107,Pricing,Browsing,Higher prices compared to other online platforms.,Price Concern,Lowest prices online.,Unknown,Groceries,Positive,Medium,
5109,Pricing,Browsing,Prices need constant comparison before buying.,Price Concern,Consistent best prices.,Unknown,Groceries,Mixed,Medium,
5126,Inventory,Browsing,Unknown,Unknown,Fresh meat delivery options.,Unknown,Groceries,Neutral,Low,
5130,Pricing,Browsing,Unknown,Price Concern,Cheaper frozen chicken options.,Unknown,Groceries,Positive,Low,
5134,Inventory,Browsing,Unknown,Unknown,Fresher daily deliveries.,Unknown,Groceries,Positive,Low,
5145,Search,Discovery,Certain ice cream brands are hard to find on apps.,Lack of Awareness,Better availability of regional brands.,Search,Snacks & Beverages,Neutral,Medium,
